S.N,NAMES,SPECIES,HEIGHT,DIAMETER,CROWN.DIAMETER,WOOD.DENSITY,COUNT,PLOT,BA,VOLUME,AGB.kg,AGB.tons,AGB.kg.ha,AGB.tons.ha,AGC.kg,AGC.tons,AGC.kg.ha,AGC.tons.ha,VOL.m3.ha,LIVE.CROWN.LEAVES,TREE.BRANCHES,TREE.BARK,TREE.STEM,FOLIAGE.BIOMASS,FOLIAGE_LEAVES
2870,Cherry,Prunus avium,29.8,62.3,7.8,0.72,1,P9,0.304835804,9.084106952,4270.191203,4.270191203,1138.717654,1.138717654,2006.989866,2.006989866,303.6580411,0.303658041,2.422428521,120.6346842,715.2765096,238.3979601,1223.396144,181.0581733,411.993843
2871,Hemlock,Tsuga canadensis,41.8,96.4,11.9,0.45,1,P9,0.729867372,30.50845614,8805.15284,8.80515284,2348.040757,2.348040757,4138.421835,4.138421835,626.144202,0.626144202,8.135588303,38.89815395,548.4238532,105.07341,1530.68789,158.5876005,352.6915196
2872,Ash,Fraxinus excelsior,25,61.2,5.9,0.67,1,P9,0.29416617,7.354154243,3238.860896,3.238860896,863.696239,0.863696239,1522.264621,1.522264621,230.3189971,0.230318997,1.961107798,365.8705104,886.8268276,188.9613116,1138.423705,44.70120863,303.4465286
2873,Pine,Pinus sylvestris,20.5,43.1,6,0.45,1,P9,0.145896348,2.990875139,912.6870269,0.912687027,243.3832072,0.243383207,428.9629026,0.428962903,64.90218858,0.064902189,0.797566704,450.4016282,298.6199831,490.1627927,583.3577682,182.4784619,611.6647162
2874,Spruce,Picea abies,44,75.3,10.5,0.43,1,P9,0.445327827,19.5944244,5467.564092,5.467564092,1458.017091,1.458017091,2569.755123,2.569755123,388.8045577,0.388804558,5.225179839,185.414514,204.9257767,274.7126396,1338.398267,98.16201042,807.6900034
2875,Cherry,Prunus avium,21.1,54.3,9.2,0.72,1,P9,0.231573863,4.886208511,2331.312673,2.331312673,621.6833794,0.621683379,1095.716956,1.095716956,165.7822345,0.165782235,1.302988936,108.7414104,332.18249,430.5120344,17.24656338,27.53444516,449.3150947
2876,Locust,Robinia pseudoacacia,26.2,49.4,7.6,0.69,1,P9,0.191665426,5.021634167,2296.935719,2.296935719,612.5161918,0.612516192,1079.559788,1.079559788,163.3376511,0.163337651,1.339102444,441.0567993,400.8598299,347.1895794,839.5176069,160.8554878,611.7247147
2877,Cedar,Cedrus libani,23.7,52.1,5.1,0.56,1,P9,0.213189263,5.05258553,1884.812703,1.884812703,502.6167209,0.502616721,885.8619705,0.885861971,134.0311256,0.134031126,1.347356141,199.7566809,282.6872213,140.9495308,58.30561913,69.27010704,107.2607802
2878,Cypress,Cupressus sempervirens,30,40.4,3.6,0.47,1,P9,0.128189547,3.845686399,1217.052584,1.217052584,324.5473558,0.324547356,572.0147146,0.572014715,86.54596155,0.086545962,1.025516373,289.6776136,159.7667161,162.541266,1519.392266,118.6674925,912.5142716
2879,Locust,Robinia pseudoacacia,20.8,50.5,7.3,0.69,1,P9,0.200296167,4.166160266,1914.195812,1.914195812,510.4522166,0.510452217,899.6720318,0.899672032,136.1205911,0.136120591,1.110976071,156.6788091,319.0900336,451.2312519,815.9691895,45.38735561,59.05063309
2880,Ash,Fraxinus excelsior,43.6,85.8,5,0.67,1,P9,0.578181854,25.20872882,10778.7915,10.7787915,2874.344399,2.874344399,5066.032003,5.066032003,766.4918397,0.76649184,6.722327684,33.60423977,356.9436111,238.4694304,1609.389657,190.6302414,691.4082923
2881,Larch,Larix decidua,30.9,44.9,11.1,0.59,1,P9,0.158337055,4.892615004,1921.98928,1.92198928,512.5304748,0.512530475,903.3349618,0.903334962,136.6747933,0.136674793,1.304697334,457.6494163,630.1559645,289.8437206,971.7055995,127.7829236,978.4812915
2882,Maple,Acer saccharum,29.8,41.1,5.2,0.71,1,P9,0.132670243,3.953573246,1870.240781,1.870240781,498.7308749,0.498730875,879.013167,0.879013167,132.9949,0.1329949,1.054286199,214.6917013,812.847665,238.8608163,738.0194512,155.005093,826.6034625
2883,Yew,Taxus baccata,24,41.6,10,0.64,1,P9,0.135917865,3.26202875,1400.886894,1.400886894,373.5698383,0.373569838,658.41684,0.65841684,99.61862354,0.099618624,0.869874333,48.49632604,301.5951565,52.25397691,1690.84243,89.68386929,368.9306418
2884,Willow,Salix alba,27.3,62.4,5.3,0.47,1,P9,0.305815195,8.348754831,2593.448547,2.593448547,691.5862791,0.691586279,1218.920817,1.218920817,184.4230078,0.184423008,2.226334622,251.8792652,300.4700756,307.6536779,1589.580497,84.12343191,415.2741393
2885,Willow,Salix alba,23.5,48.4,7.5,0.47,1,P9,0.183984232,4.323629456,1364.466738,1.364466738,363.8577967,0.363857797,641.2993667,0.641299367,97.02874578,0.097028746,1.152967855,474.229433,172.0302801,265.9826523,142.045111,10.32187701,476.3199463
2886,Walnut,Juglans regia,25.7,51.1,4.9,0.61,1,P9,0.205083954,5.270657613,2135.154512,2.135154512,569.3745367,0.569374537,1003.522621,1.003522621,151.8332098,0.15183321,1.405508697,26.02989809,657.1563694,438.5794888,459.23051,157.7738522,827.5637993
2887,Fir,Abies alba,23,42.3,3.1,0.42,1,P9,0.140530508,3.232201684,920.384162,0.920384162,245.4357765,0.245435777,432.5805562,0.432580556,65.44954041,0.06544954,0.861920449,332.4984158,630.693287,316.2515346,319.6303839,194.3586486,234.0582776
2888,Beech,Fagus sylvatica,20,49.3,6.2,0.67,1,P9,0.190890238,3.817804764,1708.073417,1.708073417,455.4862446,0.455486245,802.7945062,0.802794506,121.4629986,0.121462999,1.01808127,449.2668499,988.2399713,64.22465775,385.6807184,112.059508,459.2323396
2889,Yew,Taxus baccata,31.4,65.9,12.1,0.64,1,P9,0.3410835,10.71002189,4470.070623,4.470070623,1192.018833,1.192018833,2100.933193,2.100933193,317.8716887,0.317871689,2.856005838,158.0780518,830.8276956,218.8620221,1329.751069,147.0632457,205.5899452
2890,Cedar,Cedrus libani,27.7,53.5,5.7,0.56,1,P9,0.224800589,6.226976324,2311.284547,2.311284547,616.3425459,0.616342546,1086.303737,1.086303737,164.3580122,0.164358012,1.66052702,171.5124256,810.0435792,77.79612474,1020.819126,127.8512238,382.8279952
2891,Redwood,Sequoia sempervirens,25.7,48.1,4.9,0.48,1,P9,0.181710504,4.669959965,1501.579842,1.501579842,400.4212911,0.400421291,705.7425256,0.705742526,106.779011,0.106779011,1.245322657,490.9811618,512.4058685,52.64804371,1750.484024,123.8894657,377.0603843
2892,Willow,Salix alba,28.4,56.8,4.3,0.47,1,P9,0.253388297,7.196227637,2243.412962,2.243412962,598.2434565,0.598243456,1054.404092,1.054404092,159.5315884,0.159531588,1.918994036,66.54401649,709.6654851,331.5463065,1399.133154,14.40565768,555.9528074
2893,Poplar,Populus tremula,33.1,64.3,8.8,0.42,1,P9,0.324722085,10.74830102,2973.625776,2.973625776,792.9668737,0.792966874,1397.604115,1.397604115,211.457833,0.211457833,2.866213606,264.9737596,985.6675751,494.7910519,-368.7966279,164.4961332,877.045408
2894,Magnolia,Magnolia grandiflora,29.2,56.7,6.9,0.6,1,P9,0.25249687,7.372908608,2915.402209,2.915402209,777.4405892,0.777440589,1370.239038,1.370239038,207.3174904,0.20731749,1.966108962,428.9586716,697.2156396,311.0805922,792.8499829,74.08797624,261.0136767
2895,Fir,Abies alba,23.3,50.2,5,0.42,1,P9,0.197923479,4.611617055,1302.02525,1.30202525,347.2067333,0.347206733,611.9518674,0.611951867,92.5884622,0.092588462,1.229764548,51.1865103,680.3788425,181.435114,1605.037893,45.63496063,787.7589438
2896,Walnut,Juglans regia,25.7,60.3,5.1,0.61,1,P9,0.285577841,7.339350508,2949.6542,2.9496542,786.5744534,0.786574453,1386.337474,1.386337474,209.7531876,0.209753188,1.957160136,271.3996453,890.7882283,20.41853245,384.3616753,140.9646795,657.3953089
2897,Cedar,Cedrus libani,34,55.3,7.8,0.56,1,P9,0.240181827,8.166182116,3011.407016,3.011407016,803.041871,0.803041871,1415.361298,1.415361298,214.1444989,0.214144499,2.177648564,496.7121334,842.9150369,427.41859,390.507174,177.8261392,538.1159403
2898,Cherry,Prunus avium,23.7,47.4,5.8,0.72,1,P9,0.176460118,4.182104791,2002.835541,2.002835541,534.0894775,0.534089477,941.332704,0.941332704,142.4238607,0.142423861,1.115227944,388.1904805,771.7987314,308.4114635,592.6232248,174.2741002,687.191941
2899,Beech,Fagus sylvatica,34.9,77.4,6.2,0.67,1,P9,0.47051319,16.42091034,7093.883364,7.093883364,1891.70223,1.89170223,3334.125181,3.334125181,504.4539281,0.504453928,4.378909423,194.1287361,268.8104659,91.41201012,1609.915702,171.1483648,334.7254367
2900,Cedar,Cedrus libani,28.6,41.8,10.2,0.56,1,P9,0.137227909,3.924718189,1472.976876,1.472976876,392.7938336,0.392793834,692.2991316,0.692299132,104.7450223,0.104745022,1.046591517,112.5008813,890.3930419,154.3334839,1046.693562,24.67963577,62.66939844
2901,Walnut,Juglans regia,36,69.2,9.7,0.61,1,P9,0.376098906,13.53956062,5362.105078,5.362105078,1429.894687,1.429894687,2520.189387,2.520189387,381.30525,0.38130525,3.610549499,159.6456286,363.0868657,179.3850223,1545.917831,82.40759379,181.4988131
2902,Maple,Acer saccharum,36.9,69.8,14,0.71,1,P9,0.382649127,14.11975278,6478.384658,6.478384658,1727.569242,1.727569242,3044.840789,3.044840789,460.6851312,0.460685131,3.765267408,460.9156979,123.0178641,65.20931959,235.9466755,101.3077347,677.5947463
2903,Poplar,Populus tremula,28.6,76.1,4.9,0.42,1,P9,0.45484057,13.0084403,3582.469239,3.582469239,955.3251304,0.95532513,1683.760542,1.683760542,254.7533681,0.254753368,3.468917412,186.8244834,620.1378277,436.8348544,1098.339505,143.695386,618.294412
2904,Cypress,Cupressus sempervirens,25.6,43.5,3.5,0.47,1,P9,0.148616967,3.804594367,1204.358575,1.204358575,321.1622868,0.321162287,566.0485304,0.56604853,85.64327647,0.085643276,1.014558498,24.36407376,451.2847311,58.31115801,825.9119055,71.75260317,376.6750107
2905,Walnut,Juglans regia,22.3,45.1,3.6,0.61,1,P9,0.159750772,3.562442212,1456.783921,1.456783921,388.4757122,0.388475712,684.6884427,0.684688443,103.5935233,0.103593523,0.94998459,274.7740095,738.042156,425.8078436,682.3449225,103.7387689,255.9689865
2906,Cherry,Prunus avium,20.6,55.5,3.1,0.72,1,P9,0.241922269,4.983598747,2376.653619,2.376653619,633.7742984,0.633774298,1117.027201,1.117027201,169.0064796,0.16900648,1.328959666,224.0047577,91.69918996,180.8853132,1673.786132,69.50010182,572.2842358
2907,Locust,Robinia pseudoacacia,41.9,69.3,6.5,0.69,1,P9,0.377186683,15.804122,7032.729884,7.032729884,1875.394636,1.875394636,3305.383045,3.305383045,500.1052362,0.500105236,4.214432533,219.4105298,78.99574963,419.3006048,36.7070812,137.808225,89.37857666
2908,Willow,Salix alba,31.4,62,8.4,0.47,1,P9,0.301907054,9.479881496,2935.854228,2.935854228,782.8944607,0.782894461,1379.851487,1.379851487,208.7718562,0.208771856,2.527968399,314.0041122,937.3322586,355.9480959,42.74941171,189.9037693,645.1455967
2909,Maple,Acer saccharum,31.7,64.7,4.8,0.71,1,P9,0.32877474,10.42215925,4816.839863,4.816839863,1284.49063,1.28449063,2263.914736,2.263914736,342.5308347,0.342530835,2.779242467,150.0364911,713.3395753,157.8684407,256.2963021,174.0979433,136.2276525
2910,Magnolia,Magnolia grandiflora,30,57,13,0.6,1,P9,0.255175863,7.655275899,3024.327005,3.024327005,806.4872015,0.806487201,1421.433693,1.421433693,215.0632537,0.215063254,2.041406906,492.6215432,657.1990078,295.140904,141.9291282,124.7403531,96.42535584
2911,Willow,Salix alba,28.6,52.6,10.6,0.47,1,P9,0.217300822,6.214803517,1944.285308,1.944285308,518.4760822,0.518476082,913.8140949,0.913814095,138.2602886,0.138260289,1.657280938,408.7833534,850.341042,116.8752779,1417.254652,139.3938514,719.0121773
2912,Cypress,Cupressus sempervirens,27.4,46.2,8.5,0.47,1,P9,0.167638526,4.593295601,1447.465626,1.447465626,385.9908337,0.385990834,680.3088444,0.680308844,102.930889,0.102930889,1.224878827,27.58630601,112.6610918,258.9768581,478.7515346,137.5610022,561.5387155
2913,Pine,Pinus sylvestris,26.6,41.7,6.3,0.45,1,P9,0.136572101,3.632817893,1103.419194,1.103419194,294.2451185,0.294245118,518.6070213,0.518607021,78.46536492,0.078465365,0.968751438,309.9592559,475.3991068,144.2361259,1481.030406,104.2876953,763.7938342
2914,Locust,Robinia pseudoacacia,23.8,48.2,4.5,0.69,1,P9,0.182466843,4.342710861,1993.327717,1.993327717,531.5540577,0.531554058,936.8640268,0.936864027,141.7477487,0.141747749,1.15805623,47.45001269,731.358019,147.2936551,923.6234409,90.64838396,370.4057683
2915,Spruce,Picea abies,38.5,47.5,19.8,0.43,1,P9,0.177205461,6.822410234,1952.521725,1.952521725,520.6724601,0.52067246,917.6852108,0.917685211,138.8459893,0.138845989,1.819309396,313.163487,651.2106468,277.1734702,277.1207393,11.33722156,995.0496156
2916,Birch,Betula pendula,27.5,44.6,9.5,0.67,1,P9,0.156228261,4.296277179,1916.701245,1.916701245,511.1203321,0.511120332,900.8495853,0.900849585,136.2987552,0.136298755,1.145673915,247.1680724,593.8028256,188.6541284,1542.20722,80.92041079,882.2496746
2917,Poplar,Populus tremula,29.8,48.1,6,0.42,1,P9,0.181710504,5.414973034,1522.960482,1.522960482,406.1227953,0.406122795,715.7914267,0.715791427,108.2994121,0.108299412,1.443992809,497.8038015,934.4635285,397.827073,396.2211177,111.683602,748.5092893
2918,Spruce,Picea abies,21.7,62.3,8.7,0.43,1,P9,0.304835804,6.614936942,1894.548136,1.894548136,505.2128363,0.505212836,890.437624,0.890437624,134.723423,0.134723423,1.763983184,52.36506682,784.7497489,317.050126,55.34684387,156.1125075,974.9550066
2919,Birch,Betula pendula,32.1,64,8.6,0.67,1,P9,0.321699088,10.32654072,4511.035995,4.511035995,1202.942932,1.202942932,2120.186918,2.120186918,320.7847819,0.320784782,2.753744191,217.4091136,676.0377023,454.0499568,54.97275176,89.78817783,90.12536352
2920,Yew,Taxus baccata,31.8,64.4,4.9,0.64,1,P9,0.325732893,10.35830599,4326.740024,4.326740024,1153.79734,1.15379734,2033.567811,2.033567811,307.6792906,0.307679291,2.76221493,369.3543961,152.6915984,444.4000747,1214.057838,35.60672205,512.2762853
2921,Ash,Fraxinus excelsior,33.3,60.5,7.2,0.67,1,P9,0.287475363,9.57292958,4189.441543,4.189441543,1117.184411,1.117184411,1969.037525,1.969037525,297.915843,0.297915843,2.552781221,197.8249576,820.6255795,421.3580226,-123.0167457,118.5177148,742.4000893
2922,Birch,Betula pendula,28.4,52.7,8.6,0.67,1,P9,0.218127847,6.194830841,2739.536508,2.739536508,730.5430689,0.730543069,1287.582159,1.287582159,194.811485,0.194811485,1.651954891,400.5961363,377.4047651,296.3999113,1588.252926,175.2108259,553.4313909
2923,Magnolia,Magnolia grandiflora,22.2,41.4,4.1,0.6,1,P9,0.134614104,2.9884331,1207.579839,1.207579839,322.0212903,0.32202129,567.5625241,0.567562524,85.87234407,0.085872344,0.796915493,496.524592,677.023709,74.7279929,614.6124584,79.17202487,269.5112642
2924,Beech,Fagus sylvatica,30.2,50.9,5.2,0.67,1,P9,0.203481742,6.145148595,2718.090791,2.718090791,724.8242109,0.724824211,1277.502672,1.277502672,193.2864562,0.193286456,1.638706292,298.9646426,176.2522441,155.9308785,1540.57654,32.73205603,554.6151156
2925,Spruce,Picea abies,29.3,51.1,7.5,0.43,1,P9,0.205083954,6.008959847,1724.966525,1.724966525,459.9910732,0.459991073,810.7342666,0.810734267,122.6642862,0.122664286,1.602389293,128.7713809,148.3768168,123.9689975,1118.230604,169.6387583,189.0859024
2926,Yew,Taxus baccata,21.7,50.7,6.8,0.64,1,P9,0.201885813,4.380922131,1868.129402,1.868129402,498.1678405,0.49816784,878.0208188,0.878020819,132.8447575,0.132844757,1.168245902,450.1033464,180.0766102,153.4978607,1093.044908,95.01618924,596.9409266
2927,Poplar,Populus tremula,29.8,62.9,4.5,0.42,1,P9,0.310735715,9.2599243,2571.032138,2.571032138,685.60857,0.68560857,1208.385105,1.208385105,182.828952,0.182828952,2.469313147,162.0038038,578.250114,186.8084858,829.6645464,28.80211198,679.9063171
2928,Larch,Larix decidua,30.2,47.2,5.3,0.59,1,P9,0.174974144,5.284219162,2071.99253,2.07199253,552.5313412,0.552531341,973.8364889,0.973836489,147.341691,0.147341691,1.40912511,458.7633644,630.4007945,194.9345738,1277.246301,92.11950005,920.4992122
2929,Cherry,Prunus avium,32.7,79.9,13.2,0.72,1,P9,0.501398973,16.39574641,7598.738525,7.598738525,2026.330273,2.026330273,3571.407107,3.571407107,540.3547396,0.54035474,4.372199044,420.3412425,296.5387329,377.6341708,360.4522306,48.45351823,449.6420097
2930,Cypress,Cupressus sempervirens,32,42.2,10.6,0.47,1,P9,0.139866847,4.475739089,1411.298424,1.411298424,376.3462465,0.376346247,663.3102595,0.663310259,100.3589991,0.100358999,1.193530424,159.0818607,453.0756245,309.7015755,1041.57065,102.6185585,366.0163003
2931,Beech,Fagus sylvatica,26.3,51.3,7.7,0.67,1,P9,0.206692449,5.436011416,2411.515062,2.411515062,643.0706833,0.643070683,1133.412079,1.133412079,171.4855155,0.171485516,1.449603044,188.1215603,576.6928365,222.7433752,266.4185967,113.3876858,874.6943613
2932,Magnolia,Magnolia grandiflora,38.5,69.5,9.8,0.6,1,P9,0.379366948,14.60562749,5681.391212,5.681391212,1515.037657,1.515037657,2670.25387,2.67025387,404.0100417,0.404010042,3.894833998,141.132237,647.1600298,143.8412428,268.5495487,124.9864201,111.8050917
2933,Ash,Fraxinus excelsior,27.2,72.3,8,0.67,1,P9,0.410550397,11.16697079,4869.016859,4.869016859,1298.404496,1.298404496,2288.437924,2.288437924,346.2411989,0.346241199,2.977858876,437.0138352,412.9535311,409.422983,-10.20909701,140.4605431,256.0352658
2934,Magnolia,Magnolia grandiflora,21.3,45.4,7.1,0.6,1,P9,0.161883128,3.448110623,1388.552173,1.388552173,370.2805794,0.370280579,652.6195212,0.652619521,98.74148784,0.098741488,0.919496166,88.55311238,675.4155254,321.709583,-54.15557076,96.69103585,843.1327611
2935,Redwood,Sequoia sempervirens,22.2,41.9,5.6,0.48,1,P9,0.137885287,3.061053371,994.2801927,0.994280193,265.1413847,0.265141385,467.3116906,0.467311691,70.70436926,0.070704369,0.816280899,276.476361,554.4556874,155.1936369,1463.851074,169.3074412,728.8348624
2936,Oak,Quercus robur,39.1,59.8,12.6,0.7,1,P9,0.280861525,10.98168562,4999.378033,4.999378033,1333.167476,1.333167476,2349.707676,2.349707676,355.5113268,0.355511327,2.928449499,408.7154816,186.8103099,166.4601513,1444.855692,165.6681123,712.1526142
2937,Hemlock,Tsuga canadensis,30.6,43.8,3.6,0.45,1,P9,0.150673925,4.610622113,1392.425774,1.392425774,371.3135398,0.37131354,654.4401139,0.654440114,99.01694395,0.099016944,1.22949923,111.9676707,947.9276866,240.743708,719.0843822,189.2725806,137.4840863
2938,Maple,Acer saccharum,25.8,56.1,10.2,0.71,1,P9,0.247181295,6.377277421,2982.356463,2.982356463,795.2950567,0.795295057,1401.707537,1.401707537,212.0786818,0.212078682,1.700607312,369.0536384,648.535888,412.3833897,-198.7249671,23.52781967,108.2427035
2939,Cypress,Cupressus sempervirens,20.1,42,4.7,0.47,1,P9,0.138544236,2.784739144,888.1463605,0.888146361,236.8390295,0.236839029,417.4287894,0.417428789,63.15707453,0.063157075,0.742597105,486.7103631,542.6930568,260.3947457,891.2332706,40.96002228,101.690852
2940,Locust,Robinia pseudoacacia,23.7,58,3.2,0.69,1,P9,0.264207942,6.261728229,2849.033828,2.849033828,759.7423542,0.759742354,1339.045899,1.339045899,202.5979611,0.202597961,1.669794194,74.90276664,502.339846,66.06985819,1723.151319,170.7156004,703.8620444
2941,Cherry,Prunus avium,27.1,42.2,9.6,0.72,1,P9,0.139866847,3.790391541,1819.531225,1.819531225,485.2083267,0.485208327,855.1796757,0.855179676,129.3888871,0.129388887,1.010771078,105.7375203,532.6803882,155.0512291,1638.554396,77.21587924,91.06547652
2942,Walnut,Juglans regia,21.9,55.1,6.7,0.61,1,P9,0.238447668,5.222003925,2115.915696,2.115915696,564.2441856,0.564244186,994.4803772,0.994480377,150.4651162,0.150465116,1.39253438,118.0648314,190.2416049,285.3481927,668.1429604,46.7530178,63.20514501
2943,Magnolia,Magnolia grandiflora,29.5,56.7,4.1,0.6,1,P9,0.25249687,7.448657669,2944.632514,2.944632514,785.235337,0.785235337,1383.977282,1.383977282,209.3960899,0.20939609,1.986308712,445.0739135,432.8457272,282.3084215,1200.176905,167.4125564,835.8386239
2944,Magnolia,Magnolia grandiflora,32.6,64.1,13.6,0.6,1,P9,0.322705183,10.52018896,4124.562946,4.124562946,1099.883452,1.099883452,1938.544585,1.938544585,293.3022539,0.293302254,2.805383722,463.9960497,146.4459257,413.5725657,1543.906745,10.68538835,610.9428163
2945,Locust,Robinia pseudoacacia,22.3,52.2,6.3,0.69,1,P9,0.214008433,4.772388059,2185.597297,2.185597297,582.825946,0.582825946,1027.23073,1.02723073,155.4202523,0.155420252,1.272636816,311.7441652,713.4520967,25.14281705,1973.699146,95.55000205,776.9245962
2946,Hemlock,Tsuga canadensis,21.8,67,5.9,0.45,1,P9,0.352565236,7.685922135,2292.883718,2.292883718,611.4356581,0.611435658,1077.655347,1.077655347,163.0495088,0.163049509,2.049579236,117.3521187,642.2917435,70.09951323,1465.775269,90.95820718,300.630714
2947,Redwood,Sequoia sempervirens,24.1,52.2,8.7,0.48,1,P9,0.214008433,5.157603239,1654.428365,1.654428365,441.1808972,0.441180897,777.5813314,0.777581331,117.6482393,0.117648239,1.375360864,366.0241681,336.2425704,169.0127442,1496.302685,169.7601474,467.193623
2948,Redwood,Sequoia sempervirens,23.5,61.3,3.8,0.48,1,P9,0.295128282,6.935514638,2208.979023,2.208979023,589.0610728,0.589061073,1038.220141,1.038220141,157.0829528,0.157082953,1.84947057,338.9717225,964.8275261,165.0640332,1456.252931,67.78919984,252.0607565
