,S.N,NAMES,SPECIES,HEIGHT,DIAMETER,CROWN.DIAMETER,WOOD.DENSITY,COUNT,PLOT
3096,3096,Ash,Fraxinus excelsior,25.1,40.1,8.1,0.67,1,P10
3097,3097,Yew,Taxus baccata,25.6,45.1,9.5,0.64,1,P10
3098,3098,Magnolia,Magnolia grandiflora,22.9,60.9,7,0.6,1,P10
3099,3099,Fir,Abies alba,29.4,67.5,8.3,0.42,1,P10
3101,3101,Yew,Taxus baccata,30.3,67.8,6,0.64,1,P10
3102,3102,Pine,Pinus sylvestris,34.1,63,10.8,0.45,1,P10
3104,3104,Oak,Quercus robur,31.2,65.9,7.9,0.7,1,P10
3105,3105,Fir,Abies alba,22.1,48.6,7.3,0.42,1,P10
3106,3106,Birch,Betula pendula,25.3,58.1,6,0.67,1,P10
3107,3107,Spruce,Picea abies,24.4,45.2,9.6,0.43,1,P10
3108,3108,Fir,Abies alba,22.6,51.1,3.7,0.42,1,P10
3110,3110,Willow,Salix alba,20.8,40.4,8.5,0.47,1,P10
3111,3111,Beech,Fagus sylvatica,23.8,41.6,7.2,0.67,1,P10
3113,3113,Fir,Abies alba,20,47.6,3.5,0.42,1,P10
3114,3114,Hemlock,Tsuga canadensis,22.5,43.7,6.6,0.45,1,P10
3115,3115,Cedar,Cedrus libani,21.4,51.4,7.7,0.56,1,P10
3116,3116,Cypress,Cupressus sempervirens,22.4,42.7,8,0.47,1,P10
3117,3117,Locust,Robinia pseudoacacia,28.8,44.8,9.4,0.69,1,P10
3119,3119,Yew,Taxus baccata,33.4,40.9,6,0.64,1,P10
3120,3120,Yew,Taxus baccata,25.9,47.9,6.3,0.64,1,P10
3122,3122,Cypress,Cupressus sempervirens,25.2,46.2,7.1,0.47,1,P10
3123,3123,Maple,Acer saccharum,28.2,45.6,5.2,0.71,1,P10
3124,3124,Redwood,Sequoia sempervirens,35.8,74.7,8.6,0.48,1,P10
3125,3125,Poplar,Populus tremula,24.1,57.7,5.1,0.42,1,P10
3126,3126,Ash,Fraxinus excelsior,24.9,61.4,3.3,0.67,1,P10
3128,3128,Cherry,Prunus avium,20.3,49.1,4.8,0.72,1,P10
3129,3129,Spruce,Picea abies,22.3,59.3,3,0.43,1,P10
3131,3131,Spruce,Picea abies,32.9,47.5,8.5,0.43,1,P10
3132,3132,Fir,Abies alba,24.4,52.4,3.6,0.42,1,P10
3133,3133,Magnolia,Magnolia grandiflora,33,60.5,8.2,0.6,1,P10
3134,3134,Birch,Betula pendula,21.1,65,4.4,0.67,1,P10
3135,3135,Fir,Abies alba,31.1,40.8,10.2,0.42,1,P10
3137,3137,Redwood,Sequoia sempervirens,21.2,62.6,4.1,0.48,1,P10
3138,3138,Cedar,Cedrus libani,23.5,56,4,0.56,1,P10
3140,3140,Poplar,Populus tremula,23.6,51.6,4.3,0.42,1,P10
3141,3141,Walnut,Juglans regia,31.2,75.7,10.4,0.61,1,P10
3142,3142,Hemlock,Tsuga canadensis,20.5,49,3.4,0.45,1,P10
3143,3143,Locust,Robinia pseudoacacia,27.5,49.9,5.5,0.69,1,P10
3144,3144,Cedar,Cedrus libani,28.9,71.5,8.4,0.56,1,P10
3146,3146,Fir,Abies alba,35.8,79.8,16,0.42,1,P10
3147,3147,Ash,Fraxinus excelsior,25,50.4,6.4,0.67,1,P10
3149,3149,Ash,Fraxinus excelsior,20.7,46.6,7.1,0.67,1,P10
3150,3150,Magnolia,Magnolia grandiflora,25.5,47.6,5.1,0.6,1,P10
3151,3151,Spruce,Picea abies,22.1,57.2,7.9,0.43,1,P10
3152,3152,Walnut,Juglans regia,29.1,43.9,4.9,0.61,1,P10
3153,3153,Yew,Taxus baccata,24.7,41,6.4,0.64,1,P10
3155,3155,Larch,Larix decidua,23.1,47.4,7.2,0.59,1,P10
3156,3156,Magnolia,Magnolia grandiflora,22.5,88.2,5.8,0.6,1,P10
3158,3158,Willow,Salix alba,20.7,50.4,3.9,0.47,1,P10
3159,3159,Locust,Robinia pseudoacacia,25.5,52.9,7.7,0.69,1,P10
3160,3160,Hemlock,Tsuga canadensis,20.3,59.2,6.3,0.45,1,P10
3161,3161,Maple,Acer saccharum,26.5,63.3,10.3,0.71,1,P10
3162,3162,Willow,Salix alba,20.6,44.2,4.2,0.47,1,P10
3164,3164,Hemlock,Tsuga canadensis,29.1,52.3,7.9,0.45,1,P10
3165,3165,Spruce,Picea abies,21.3,55.6,3.4,0.43,1,P10
3167,3167,Maple,Acer saccharum,36.6,59.4,6,0.71,1,P10
3168,3168,Locust,Robinia pseudoacacia,22.3,47.7,4.5,0.69,1,P10
3169,3169,Pine,Pinus sylvestris,23.5,53.2,5.8,0.45,1,P10
3170,3170,Maple,Acer saccharum,32.2,46.5,7.8,0.71,1,P10
3171,3171,Ash,Fraxinus excelsior,21.6,46.6,4.6,0.67,1,P10
3173,3173,Cypress,Cupressus sempervirens,20.7,55.6,5.7,0.47,1,P10
3174,3174,Cedar,Cedrus libani,32.3,58.9,8.2,0.56,1,P10
3176,3176,Hemlock,Tsuga canadensis,29.9,70.2,7,0.45,1,P10
3177,3177,Hemlock,Tsuga canadensis,22.9,50.4,4.1,0.45,1,P10
3178,3178,Ash,Fraxinus excelsior,24.3,53,5,0.67,1,P10
3179,3179,Oak,Quercus robur,34.1,53.9,9.5,0.7,1,P10
3180,3180,Walnut,Juglans regia,48.6,86.3,13.6,0.61,1,P10
3182,3182,Oak,Quercus robur,27.8,44.3,7.3,0.7,1,P10
3183,3183,Locust,Robinia pseudoacacia,37.6,74,13.7,0.69,1,P10
3185,3185,Ash,Fraxinus excelsior,25,43.6,3.6,0.67,1,P10
3186,3186,Pine,Pinus sylvestris,20.1,51.3,3.8,0.45,1,P10
3187,3187,Birch,Betula pendula,33.3,64.4,9.8,0.67,1,P10
3188,3188,Spruce,Picea abies,42.2,61.2,11.8,0.43,1,P10
3189,3189,Pine,Pinus sylvestris,35,75.1,11.7,0.45,1,P10
3191,3191,Hemlock,Tsuga canadensis,24.7,45.5,5.6,0.45,1,P10
3192,3192,Willow,Salix alba,23.3,69.9,7.7,0.47,1,P10
3194,3194,Fir,Abies alba,26,45.9,6.6,0.42,1,P10
3195,3195,Locust,Robinia pseudoacacia,24.8,50.6,6.4,0.69,1,P10
3196,3196,Yew,Taxus baccata,21.7,46.9,4,0.64,1,P10
3197,3197,Larch,Larix decidua,30.4,60.8,5.7,0.59,1,P10
3198,3198,Pine,Pinus sylvestris,21.2,41.9,4.2,0.45,1,P10
3200,3200,Maple,Acer saccharum,22.5,48.1,3.1,0.71,1,P10
3201,3201,Cedar,Cedrus libani,33.1,46.1,6.4,0.56,1,P10
3203,3203,Spruce,Picea abies,28.8,50.6,8.3,0.43,1,P10
3204,3204,Pine,Pinus sylvestris,28.4,80.1,8.1,0.45,1,P10
3205,3205,Pine,Pinus sylvestris,42.7,94.6,12.3,0.45,1,P10
3206,3206,Spruce,Picea abies,25.3,42.7,5.2,0.43,1,P10
3207,3207,Redwood,Sequoia sempervirens,25.6,47.7,5,0.48,1,P10
3209,3209,Pine,Pinus sylvestris,23.4,56.7,3.9,0.45,1,P10
3210,3210,Ash,Fraxinus excelsior,27.9,43.8,4.7,0.67,1,P10
3212,3212,Maple,Acer saccharum,21.3,48.6,3.6,0.71,1,P10
3213,3213,Spruce,Picea abies,24,52.8,5,0.43,1,P10
3214,3214,Redwood,Sequoia sempervirens,39.6,77.9,11.2,0.48,1,P10
3215,3215,Cherry,Prunus avium,28.7,56.6,7.3,0.72,1,P10
3216,3216,Pine,Pinus sylvestris,22.9,40.6,4.4,0.45,1,P10
3218,3218,Yew,Taxus baccata,28.5,48.4,4.6,0.64,1,P10
3219,3219,Cypress,Cupressus sempervirens,29.8,52.9,3.8,0.47,1,P10
3221,3221,Cedar,Cedrus libani,26.7,45.1,3,0.56,1,P10
3222,3222,Oak,Quercus robur,24.3,59.1,6.1,0.7,1,P10
3223,3223,Locust,Robinia pseudoacacia,29.9,42.1,4.8,0.69,1,P10
3224,3224,Cedar,Cedrus libani,25.4,44.6,5.2,0.56,1,P10
3225,3225,Ash,Fraxinus excelsior,20,43.4,3.3,0.67,1,P10
3227,3227,Yew,Taxus baccata,38.1,73.8,13.6,0.64,1,P10
3228,3228,Maple,Acer saccharum,22,52,6.8,0.71,1,P10
3230,3230,Walnut,Juglans regia,34.3,65.5,7.7,0.61,1,P10
3231,3231,Walnut,Juglans regia,24.1,50,3.6,0.61,1,P10
3232,3232,Redwood,Sequoia sempervirens,34.2,42.7,11.3,0.48,1,P10
3233,3233,Ash,Fraxinus excelsior,26.3,65.3,4.1,0.67,1,P10
3234,3234,Cypress,Cupressus sempervirens,21.8,54.1,5.4,0.47,1,P10
3236,3236,Locust,Robinia pseudoacacia,33.3,59,4.9,0.69,1,P10
3237,3237,Cypress,Cupressus sempervirens,22.3,53.3,3.3,0.47,1,P10
3239,3239,Spruce,Picea abies,24.7,64.2,6.5,0.43,1,P10
3240,3240,Beech,Fagus sylvatica,24.1,42.2,5.5,0.67,1,P10
3241,3241,Oak,Quercus robur,20.5,50.2,4.7,0.7,1,P10
3242,3242,Magnolia,Magnolia grandiflora,21.4,55.5,11.4,0.6,1,P10
3243,3243,Yew,Taxus baccata,21.5,41.4,4.9,0.64,1,P10
3245,3245,Willow,Salix alba,47.7,109.5,12.5,0.47,1,P10
3246,3246,Fir,Abies alba,37,67.3,13.6,0.42,1,P10
3248,3248,Cedar,Cedrus libani,28.3,47.5,5.6,0.56,1,P10
3249,3249,Ash,Fraxinus excelsior,40,75.4,15,0.67,1,P10
3250,3250,Oak,Quercus robur,27.2,55.2,4.9,0.7,1,P10
3251,3251,Willow,Salix alba,27.4,46.1,4.9,0.47,1,P10
3252,3252,Maple,Acer saccharum,22.4,41.3,3.5,0.71,1,P10
3254,3254,Walnut,Juglans regia,36.3,74.5,4.5,0.61,1,P10
3255,3255,Larch,Larix decidua,20.4,46.5,3.3,0.59,1,P10
3257,3257,Pine,Pinus sylvestris,31.8,46.8,9,0.45,1,P10
3258,3258,Larch,Larix decidua,25.3,56.7,13.2,0.59,1,P10
3259,3259,Maple,Acer saccharum,29.1,46.1,4.9,0.71,1,P10
3260,3260,Walnut,Juglans regia,22.8,48.6,4.8,0.61,1,P10
3261,3261,Poplar,Populus tremula,24.9,57.4,9,0.42,1,P10
3263,3263,Birch,Betula pendula,22.8,51.1,3.6,0.67,1,P10
3264,3264,Poplar,Populus tremula,21.2,48.8,7.1,0.42,1,P10
3266,3266,Maple,Acer saccharum,22.1,50.7,4.7,0.71,1,P10
3267,3267,Cherry,Prunus avium,36.6,77.9,12.6,0.72,1,P10
3268,3268,Maple,Acer saccharum,29.5,59.5,6.2,0.71,1,P10
3269,3269,Redwood,Sequoia sempervirens,28,49.6,3.9,0.48,1,P10
3270,3270,Yew,Taxus baccata,33,55.2,12.1,0.64,1,P10
3272,3272,Cypress,Cupressus sempervirens,20.6,51.8,4.4,0.47,1,P10
3273,3273,Cedar,Cedrus libani,27.9,42.2,3.8,0.56,1,P10
3275,3275,Pine,Pinus sylvestris,24,60.5,6.6,0.45,1,P10
3276,3276,Ash,Fraxinus excelsior,25.1,45.7,4.5,0.67,1,P10
3277,3277,Poplar,Populus tremula,32,56.1,8.6,0.42,1,P10
3278,3278,Hemlock,Tsuga canadensis,20,50.1,5.5,0.45,1,P10
3279,3279,Magnolia,Magnolia grandiflora,29.5,53.1,12.7,0.6,1,P10
3281,3281,Ash,Fraxinus excelsior,34.5,97.2,9.2,0.67,1,P10
3282,3282,Cherry,Prunus avium,40.7,74.5,7.5,0.72,1,P10
3284,3284,Willow,Salix alba,26,56.5,9.4,0.47,1,P10
3285,3285,Oak,Quercus robur,36.2,63.7,4.7,0.7,1,P10
3286,3286,Oak,Quercus robur,37.7,69.9,14.1,0.7,1,P10
3287,3287,Larch,Larix decidua,39.1,60.6,12.4,0.59,1,P10
3288,3288,Willow,Salix alba,39,94,15.5,0.47,1,P10
3290,3290,Willow,Salix alba,25.1,53,6.7,0.47,1,P10
3291,3291,Maple,Acer saccharum,23.8,66.5,9,0.71,1,P10
3293,3293,Poplar,Populus tremula,20.2,54.4,6.5,0.42,1,P10
3294,3294,Poplar,Populus tremula,29.9,74.7,7.1,0.42,1,P10
3295,3295,Redwood,Sequoia sempervirens,34.6,52.4,4.4,0.48,1,P10
3296,3296,Beech,Fagus sylvatica,25.9,63.2,6.5,0.67,1,P10
3297,3297,Magnolia,Magnolia grandiflora,21,49.9,3.7,0.6,1,P10
3299,3299,Pine,Pinus sylvestris,22.3,42.1,8.2,0.45,1,P10
3300,3300,Yew,Taxus baccata,22.6,41.8,6.9,0.64,1,P10
3302,3302,Yew,Taxus baccata,38.1,85.9,12.6,0.64,1,P10
3303,3303,Fir,Abies alba,27.9,54.5,7.4,0.42,1,P10
3304,3304,Cedar,Cedrus libani,24.2,46.9,3.7,0.56,1,P10
3305,3305,Birch,Betula pendula,36.2,89.4,8.8,0.67,1,P10
3306,3306,Fir,Abies alba,22.7,63.7,3.5,0.42,1,P10
3308,3308,Cypress,Cupressus sempervirens,21.8,47.5,7.3,0.47,1,P10
3309,3309,Cedar,Cedrus libani,23.1,49.6,7.6,0.56,1,P10
3311,3311,Willow,Salix alba,22.9,42.9,3.1,0.47,1,P10
3312,3312,Cherry,Prunus avium,26,54.7,4.9,0.72,1,P10
3313,3313,Cypress,Cupressus sempervirens,21.2,43.6,5,0.47,1,P10
3314,3314,Maple,Acer saccharum,29.5,47,6.6,0.71,1,P10
3315,3315,Locust,Robinia pseudoacacia,24.8,48.4,3.8,0.69,1,P10
3317,3317,Willow,Salix alba,29.7,74,6.6,0.47,1,P10
3318,3318,Willow,Salix alba,34.2,64.9,7.1,0.47,1,P10
3320,3320,Maple,Acer saccharum,28.5,43.3,8.4,0.71,1,P10
3321,3321,Redwood,Sequoia sempervirens,22.2,40.5,7.7,0.48,1,P10
3322,3322,Hemlock,Tsuga canadensis,27,56.2,3.4,0.45,1,P10
3323,3323,Ash,Fraxinus excelsior,47.2,84.9,17.3,0.67,1,P10
3324,3324,Yew,Taxus baccata,21.6,44.1,6.4,0.64,1,P10
3326,3326,Cherry,Prunus avium,22,40.1,7.6,0.72,1,P10
3327,3327,Cherry,Prunus avium,36.5,59.5,9.5,0.72,1,P10
3329,3329,Pine,Pinus sylvestris,25.7,59.1,5,0.45,1,P10
3330,3330,Beech,Fagus sylvatica,21.7,41.7,3.8,0.67,1,P10
3331,3331,Cherry,Prunus avium,27.8,46,5.6,0.72,1,P10
3332,3332,Beech,Fagus sylvatica,25.5,60.1,11.3,0.67,1,P10
3333,3333,Walnut,Juglans regia,24.6,54.8,3.2,0.61,1,P10
3335,3335,Cypress,Cupressus sempervirens,41.8,68.4,9.6,0.47,1,P10
3336,3336,Spruce,Picea abies,32.8,59.9,8,0.43,1,P10
3338,3338,Pine,Pinus sylvestris,27,44.8,7.6,0.45,1,P10
3339,3339,Hemlock,Tsuga canadensis,21.6,60,4.5,0.45,1,P10
3340,3340,Cedar,Cedrus libani,25.4,47,4.4,0.56,1,P10
3341,3341,Locust,Robinia pseudoacacia,20.1,58.1,4.1,0.69,1,P10
3342,3342,Magnolia,Magnolia grandiflora,28,41,8.1,0.6,1,P10
3344,3344,Walnut,Juglans regia,20.4,55.7,3.2,0.61,1,P10
3345,3345,Locust,Robinia pseudoacacia,26.3,49,4,0.69,1,P10
3347,3347,Maple,Acer saccharum,21.6,42.3,5.5,0.71,1,P10
3348,3348,Pine,Pinus sylvestris,23,40,3.3,0.45,1,P10
3349,3349,Locust,Robinia pseudoacacia,28.8,69.7,3.8,0.69,1,P10
3350,3350,Oak,Quercus robur,28.8,52.5,5.2,0.7,1,P10
3351,3351,Poplar,Populus tremula,22.8,59.6,7.7,0.42,1,P10
3353,3353,Poplar,Populus tremula,26.4,49.1,5.1,0.42,1,P10
3354,3354,Cedar,Cedrus libani,20.6,40.6,5.6,0.56,1,P10
3356,3356,Magnolia,Magnolia grandiflora,21.7,65.9,4.2,0.6,1,P10
3357,3357,Fir,Abies alba,23.3,58.5,8.8,0.42,1,P10
3358,3358,Cherry,Prunus avium,24,46.5,3.5,0.72,1,P10
3359,3359,Pine,Pinus sylvestris,27,50.5,4.1,0.45,1,P10
3360,3360,Locust,Robinia pseudoacacia,21.9,50.9,4,0.69,1,P10
3362,3362,Fir,Abies alba,25,57.6,4.7,0.42,1,P10
3363,3363,Hemlock,Tsuga canadensis,21.5,40.8,7.4,0.45,1,P10
3365,3365,Yew,Taxus baccata,24.9,44,7.1,0.64,1,P10
3366,3366,Magnolia,Magnolia grandiflora,33.2,63.5,4.4,0.6,1,P10
3367,3367,Spruce,Picea abies,40.7,67.7,8.2,0.43,1,P10
3368,3368,Fir,Abies alba,20.5,56.9,5.3,0.42,1,P10
3369,3369,Cherry,Prunus avium,36,57.6,12.2,0.72,1,P10
3371,3371,Poplar,Populus tremula,23.7,44.1,5.5,0.42,1,P10
3372,3372,Ash,Fraxinus excelsior,24.3,54.1,5,0.67,1,P10
3374,3374,Birch,Betula pendula,28.6,46.9,8.2,0.67,1,P10
3375,3375,Oak,Quercus robur,24.2,62.1,8.1,0.7,1,P10
3376,3376,Cherry,Prunus avium,28.1,45.8,8,0.72,1,P10
3377,3377,Fir,Abies alba,27.1,44.9,5.5,0.42,1,P10
3378,3378,Cedar,Cedrus libani,20.3,48.4,6.6,0.56,1,P10
3380,3380,Walnut,Juglans regia,31,54.9,11.1,0.61,1,P10
3381,3381,Cedar,Cedrus libani,26.1,54.3,7,0.56,1,P10
3383,3383,Maple,Acer saccharum,21.4,40.7,4.2,0.71,1,P10
3384,3384,Walnut,Juglans regia,25.9,52.5,3.6,0.61,1,P10
3385,3385,Pine,Pinus sylvestris,26.5,51.5,3.6,0.45,1,P10
3386,3386,Birch,Betula pendula,35.6,52.6,4.6,0.67,1,P10
3387,3387,Poplar,Populus tremula,20.5,50,9.6,0.42,1,P10
3389,3389,Magnolia,Magnolia grandiflora,21.4,47.4,3.6,0.6,1,P10
3390,3390,Locust,Robinia pseudoacacia,24.9,42.3,5.4,0.69,1,P10
3392,3392,Larch,Larix decidua,20.1,58.2,4.3,0.59,1,P10
3393,3393,Poplar,Populus tremula,40.2,64.3,9,0.42,1,P10
3394,3394,Hemlock,Tsuga canadensis,21.2,57,6.8,0.45,1,P10
3395,3395,Fir,Abies alba,29.5,48.6,9.3,0.42,1,P10
3396,3396,Cherry,Prunus avium,31.8,65.3,7.7,0.72,1,P10
3398,3398,Birch,Betula pendula,27.8,51.4,4.2,0.67,1,P10
3399,3399,Yew,Taxus baccata,20.9,44.6,7.4,0.64,1,P10
3401,3401,Spruce,Picea abies,29.2,44.8,3.8,0.43,1,P10
3402,3402,Hemlock,Tsuga canadensis,31.1,61.5,5.5,0.45,1,P10
3403,3403,Oak,Quercus robur,21.1,55.8,3.2,0.7,1,P10
3404,3404,Birch,Betula pendula,25.4,42.7,7.3,0.67,1,P10
3405,3405,Hemlock,Tsuga canadensis,23.3,49.8,8.7,0.45,1,P10
3407,3407,Fir,Abies alba,26,43.4,9.3,0.42,1,P10
3408,3408,Cedar,Cedrus libani,26.1,42.9,6.3,0.56,1,P10
3410,3410,Pine,Pinus sylvestris,20.7,53.9,5.7,0.45,1,P10
3411,3411,Redwood,Sequoia sempervirens,34.5,60.7,8.9,0.48,1,P10
3412,3412,Cedar,Cedrus libani,23.1,48.5,3.4,0.56,1,P10
3413,3413,Walnut,Juglans regia,25.1,58.7,7,0.61,1,P10
3414,3414,Cypress,Cupressus sempervirens,29.8,42.1,7.5,0.47,1,P10
3416,3416,Locust,Robinia pseudoacacia,22.7,40.3,3.6,0.69,1,P10
3417,3417,Cherry,Prunus avium,41.2,60.1,6.9,0.72,1,P10
3419,3419,Hemlock,Tsuga canadensis,27.5,42,6.3,0.45,1,P10
3420,3420,Walnut,Juglans regia,26.6,61.5,3.8,0.61,1,P10
3421,3421,Maple,Acer saccharum,36.1,51.3,10.2,0.71,1,P10
3422,3422,Pine,Pinus sylvestris,35,52.6,12.6,0.45,1,P10
3423,3423,Poplar,Populus tremula,26.3,51.5,11.2,0.42,1,P10
3425,3425,Oak,Quercus robur,27.6,54.2,5.5,0.7,1,P10
3426,3426,Fir,Abies alba,26.7,56.3,3.8,0.42,1,P10
3428,3428,Cherry,Prunus avium,23.2,51.6,4.6,0.72,1,P10
3429,3429,Yew,Taxus baccata,54,110.6,11.4,0.64,1,P10
3430,3430,Fir,Abies alba,20.9,42.5,7.5,0.42,1,P10
3431,3431,Redwood,Sequoia sempervirens,31.7,66.1,12.8,0.48,1,P10
3432,3432,Yew,Taxus baccata,32,74.1,9.8,0.64,1,P10
3434,3434,Spruce,Picea abies,22.8,50.6,6.4,0.43,1,P10
3435,3435,Magnolia,Magnolia grandiflora,20.8,57.3,3.1,0.6,1,P10
3437,3437,Cedar,Cedrus libani,43.3,84,10.9,0.56,1,P10
3438,3438,Locust,Robinia pseudoacacia,21.3,56.9,3.5,0.69,1,P10
3439,3439,Larch,Larix decidua,22.4,48.1,7.1,0.59,1,P10
3440,3440,Pine,Pinus sylvestris,21.1,50.7,5,0.45,1,P10
3441,3441,Walnut,Juglans regia,21.4,53.2,4.4,0.61,1,P10
3443,3443,Cypress,Cupressus sempervirens,20.1,52.9,4.5,0.47,1,P10
3444,3444,Cherry,Prunus avium,29.9,54.4,3.4,0.72,1,P10
3446,3446,Yew,Taxus baccata,27.3,45.8,5.7,0.64,1,P10
3447,3447,Oak,Quercus robur,30.4,44.9,3.2,0.7,1,P10
3448,3448,Pine,Pinus sylvestris,29.5,68.2,9,0.45,1,P10
3449,3449,Birch,Betula pendula,21.3,46.2,7.2,0.67,1,P10
3450,3450,Fir,Abies alba,28.4,48.6,8.9,0.42,1,P10
3452,3452,Redwood,Sequoia sempervirens,31.2,62.4,7.2,0.48,1,P10
3453,3453,Birch,Betula pendula,24.9,54.3,6.4,0.67,1,P10
3455,3455,Locust,Robinia pseudoacacia,31.5,88.5,7.2,0.69,1,P10
3456,3456,Magnolia,Magnolia grandiflora,31.2,55.9,7.3,0.6,1,P10
3457,3457,Beech,Fagus sylvatica,34,43.3,10.8,0.67,1,P11
3458,3458,Pine,Pinus sylvestris,32.7,60.4,15.3,0.45,1,P11
3459,3459,Larch,Larix decidua,22.2,50.9,6.1,0.59,1,P11
3461,3461,Oak,Quercus robur,25.8,67.1,4.3,0.7,1,P11
3462,3462,Oak,Quercus robur,28.2,69.4,8.1,0.7,1,P11
3464,3464,Cypress,Cupressus sempervirens,31.9,46.2,7.8,0.47,1,P11
3465,3465,Poplar,Populus tremula,35.8,68.7,11.5,0.42,1,P11
3466,3466,Redwood,Sequoia sempervirens,40.7,79.5,11.4,0.48,1,P11
3467,3467,Yew,Taxus baccata,29.5,45.5,4.7,0.64,1,P11
3468,3468,Poplar,Populus tremula,21.9,41.6,8,0.42,1,P11
3470,3470,Cypress,Cupressus sempervirens,28.5,59.6,11.2,0.47,1,P11
3471,3471,Magnolia,Magnolia grandiflora,23.4,40.4,8.3,0.6,1,P11
3473,3473,Pine,Pinus sylvestris,26.9,50.4,4.4,0.45,1,P11
3474,3474,Cypress,Cupressus sempervirens,41.7,82.2,9.5,0.47,1,P11
3475,3475,Fir,Abies alba,33.9,68.1,13.7,0.42,1,P11
3476,3476,Poplar,Populus tremula,25,60.2,6.9,0.42,1,P11
3477,3477,Magnolia,Magnolia grandiflora,30.8,57.6,9.5,0.6,1,P11
3479,3479,Birch,Betula pendula,20.1,40.8,4.7,0.67,1,P11
3480,3480,Oak,Quercus robur,37.2,69.4,13.9,0.7,1,P11
3482,3482,Larch,Larix decidua,21.6,65.3,7.1,0.59,1,P11
3483,3483,Ash,Fraxinus excelsior,39.3,50.1,7.2,0.67,1,P11
3484,3484,Pine,Pinus sylvestris,22,60.5,5.7,0.45,1,P11
3485,3485,Cypress,Cupressus sempervirens,25.9,66.7,5.4,0.47,1,P11
3486,3486,Fir,Abies alba,29,42.7,5.5,0.42,1,P11
3488,3488,Willow,Salix alba,21,48.5,3.5,0.47,1,P11
3489,3489,Cypress,Cupressus sempervirens,26.8,57.8,7,0.47,1,P11
3491,3491,Poplar,Populus tremula,32.4,96.7,9.5,0.42,1,P11
3492,3492,Magnolia,Magnolia grandiflora,20.3,55.8,6.4,0.6,1,P11
3493,3493,Hemlock,Tsuga canadensis,30.7,51.5,4.5,0.45,1,P11
3494,3494,Oak,Quercus robur,36.3,61.3,15.2,0.7,1,P11
3495,3495,Fir,Abies alba,37.5,66,3,0.42,1,P11
3497,3497,Maple,Acer saccharum,25.9,48.4,5.1,0.71,1,P11
3498,3498,Pine,Pinus sylvestris,28.3,49.6,6.5,0.45,1,P11
3500,3500,Larch,Larix decidua,37.6,75.5,10.7,0.59,1,P11
3501,3501,Larch,Larix decidua,30.2,68.6,11.2,0.59,1,P11
3502,3502,Willow,Salix alba,33.7,65.3,9.2,0.47,1,P11
3503,3503,Fir,Abies alba,39.2,72.7,11.2,0.42,1,P11
3504,3504,Poplar,Populus tremula,20.1,40.1,6.8,0.42,1,P11
3506,3506,Spruce,Picea abies,25.3,41.7,4.4,0.43,1,P11
3507,3507,Locust,Robinia pseudoacacia,29.3,61.6,8.5,0.69,1,P11
3509,3509,Poplar,Populus tremula,28,68.6,8,0.42,1,P11
3510,3510,Walnut,Juglans regia,34,67,10.2,0.61,1,P11
3511,3511,Maple,Acer saccharum,20.7,53.8,3.2,0.71,1,P11
3512,3512,Spruce,Picea abies,22.1,42.2,6.4,0.43,1,P11
3513,3513,Larch,Larix decidua,23.5,58.8,5.8,0.59,1,P11
3515,3515,Cherry,Prunus avium,39.5,80.7,15.1,0.72,1,P11
3516,3516,Oak,Quercus robur,26.6,46.4,7.5,0.7,1,P11
3518,3518,Larch,Larix decidua,25.1,63.8,3.2,0.59,1,P11
3519,3519,Maple,Acer saccharum,23.7,42.8,6.1,0.71,1,P11
3520,3520,Oak,Quercus robur,23.5,46.5,4.2,0.7,1,P11
3521,3521,Poplar,Populus tremula,32.5,83.7,5.6,0.42,1,P11
3522,3522,Willow,Salix alba,21.2,41.9,9.1,0.47,1,P11
3524,3524,Poplar,Populus tremula,35.1,52.3,10.5,0.42,1,P11
3525,3525,Cypress,Cupressus sempervirens,27.2,62.1,6.6,0.47,1,P11
3527,3527,Redwood,Sequoia sempervirens,24.4,44.2,6.6,0.48,1,P11
3528,3528,Larch,Larix decidua,35.8,64.4,11.5,0.59,1,P11
3529,3529,Beech,Fagus sylvatica,26.6,43.5,11.6,0.67,1,P11
3530,3530,Cherry,Prunus avium,27.8,44.9,8.9,0.72,1,P11
3531,3531,Fir,Abies alba,38.2,77.4,10.3,0.42,1,P11
3533,3533,Ash,Fraxinus excelsior,32.3,67.7,3.3,0.67,1,P11
3534,3534,Walnut,Juglans regia,36,45,15.2,0.61,1,P11
3536,3536,Larch,Larix decidua,22,53.1,5.3,0.59,1,P11
3537,3537,Beech,Fagus sylvatica,24.9,53.8,7.9,0.67,1,P11
3538,3538,Pine,Pinus sylvestris,23.6,44.8,5.5,0.45,1,P11
3539,3539,Fir,Abies alba,25.3,52.9,8.3,0.42,1,P11
3540,3540,Pine,Pinus sylvestris,20.1,41.3,3.4,0.45,1,P11
3542,3542,Ash,Fraxinus excelsior,36.6,63.9,4.7,0.67,1,P11
3543,3543,Beech,Fagus sylvatica,21.1,55.1,7.7,0.67,1,P11
3545,3545,Hemlock,Tsuga canadensis,23,55.1,3.5,0.45,1,P11
3546,3546,Locust,Robinia pseudoacacia,33.7,44.1,7.4,0.69,1,P11
3547,3547,Locust,Robinia pseudoacacia,37.6,78.8,10.6,0.69,1,P11
3548,3548,Magnolia,Magnolia grandiflora,36.5,77.3,7.2,0.6,1,P11
