S/N,NAMES,SPECIES,HEIGHT,DIAMETER,CROWN.DIAMETER,WOOD.DENSITY,COUNT,PLOT
2879,Locust,Robinia pseudoacacia,20.8,50.5,7.3,0.69,1,P9
2880,Ash,Fraxinus excelsior,43.6,85.8,5.0,0.67,1,P9
2881,Larch,Larix decidua,30.9,44.9,11.1,0.59,1,P9
2882,Maple,Acer saccharum,29.8,41.1,5.2,0.71,1,P9
2883,Yew,Taxus baccata,24.0,41.6,10.0,0.64,1,P9
2884,Willow,Salix alba,27.3,62.4,5.3,0.47,1,P9
2885,Willow,Salix alba,23.5,48.4,7.5,0.47,1,P9
2886,Walnut,Juglans regia,25.7,51.1,4.9,0.61,1,P9
2887,Fir,Abies alba,23.0,42.3,3.1,0.42,1,P9
2888,Beech,Fagus sylvatica,20.0,49.3,6.2,0.67,1,P9
2889,Yew,Taxus baccata,31.4,65.9,12.1,0.64,1,P9
2890,Cedar,Cedrus libani,27.7,53.5,5.7,0.56,1,P9
2891,Redwood,Sequoia sempervirens,25.7,48.1,4.9,0.48,1,P9
2892,Willow,Salix alba,28.4,56.8,4.3,0.47,1,P9
2893,Poplar,Populus tremula,33.1,64.3,8.8,0.42,1,P9
2894,Magnolia,Magnolia grandiflora,29.2,56.7,6.9,0.6,1,P9
2895,Fir,Abies alba,23.3,50.2,5.0,0.42,1,P9
2896,Walnut,Juglans regia,25.7,60.3,5.1,0.61,1,P9
2897,Cedar,Cedrus libani,34.0,55.3,7.8,0.56,1,P9
2898,Cherry,Prunus avium,23.7,47.4,5.8,0.72,1,P9
2899,Beech,Fagus sylvatica,34.9,77.4,6.2,0.67,1,P9
2900,Cedar,Cedrus libani,28.6,41.8,10.2,0.56,1,P9
2901,Walnut,Juglans regia,36.0,69.2,9.7,0.61,1,P9
2902,Maple,Acer saccharum,36.9,69.8,14.0,0.71,1,P9
2903,Poplar,Populus tremula,28.6,76.1,4.9,0.42,1,P9
2904,Cypress,Cupressus sempervirens,25.6,43.5,3.5,0.47,1,P9
2905,Walnut,Juglans regia,22.3,45.1,3.6,0.61,1,P9
2906,Cherry,Prunus avium,20.6,55.5,3.1,0.72,1,P9
2907,Locust,Robinia pseudoacacia,41.9,69.3,6.5,0.69,1,P9
2908,Willow,Salix alba,31.4,62.0,8.4,0.47,1,P9
2909,Maple,Acer saccharum,31.7,64.7,4.8,0.71,1,P9
2910,Magnolia,Magnolia grandiflora,30.0,57.0,13.0,0.6,1,P9
2911,Willow,Salix alba,28.6,52.6,10.6,0.47,1,P9
2912,Cypress,Cupressus sempervirens,27.4,46.2,8.5,0.47,1,P9
2913,Pine,Pinus sylvestris,26.6,41.7,6.3,0.45,1,P9
2914,Locust,Robinia pseudoacacia,23.8,48.2,4.5,0.69,1,P9
2915,Spruce,Picea abies,38.5,47.5,19.8,0.43,1,P9
2916,Birch,Betula pendula,27.5,44.6,9.5,0.67,1,P9
2917,Poplar,Populus tremula,29.8,48.1,6.0,0.42,1,P9
2918,Spruce,Picea abies,21.7,62.3,8.7,0.43,1,P9
2919,Birch,Betula pendula,32.1,64.0,8.6,0.67,1,P9
2920,Yew,Taxus baccata,31.8,64.4,4.9,0.64,1,P9
2921,Ash,Fraxinus excelsior,33.3,60.5,7.2,0.67,1,P9
2922,Birch,Betula pendula,28.4,52.7,8.6,0.67,1,P9
2923,Magnolia,Magnolia grandiflora,22.2,41.4,4.1,0.6,1,P9
2924,Beech,Fagus sylvatica,30.2,50.9,5.2,0.67,1,P9
2925,Spruce,Picea abies,29.3,51.1,7.5,0.43,1,P9
2926,Yew,Taxus baccata,21.7,50.7,6.8,0.64,1,P9
2927,Poplar,Populus tremula,29.8,62.9,4.5,0.42,1,P9
2928,Larch,Larix decidua,30.2,47.2,5.3,0.59,1,P9
2929,Cherry,Prunus avium,32.7,79.9,13.2,0.72,1,P9
2930,Cypress,Cupressus sempervirens,32.0,42.2,10.6,0.47,1,P9
2931,Beech,Fagus sylvatica,26.3,51.3,7.7,0.67,1,P9
2932,Magnolia,Magnolia grandiflora,38.5,69.5,9.8,0.6,1,P9
2933,Ash,Fraxinus excelsior,27.2,72.3,8.0,0.67,1,P9
2934,Magnolia,Magnolia grandiflora,21.3,45.4,7.1,0.6,1,P9
2935,Redwood,Sequoia sempervirens,22.2,41.9,5.6,0.48,1,P9
2936,Oak,Quercus robur,39.1,59.8,12.6,0.7,1,P9
2937,Hemlock,Tsuga canadensis,30.6,43.8,3.6,0.45,1,P9
2938,Maple,Acer saccharum,25.8,56.1,10.2,0.71,1,P9
2939,Cypress,Cupressus sempervirens,20.1,42.0,4.7,0.47,1,P9
2940,Locust,Robinia pseudoacacia,23.7,58.0,3.2,0.69,1,P9
2941,Cherry,Prunus avium,27.1,42.2,9.6,0.72,1,P9
2942,Walnut,Juglans regia,21.9,55.1,6.7,0.61,1,P9
2943,Magnolia,Magnolia grandiflora,29.5,56.7,4.1,0.6,1,P9
2944,Magnolia,Magnolia grandiflora,32.6,64.1,13.6,0.6,1,P9
2945,Locust,Robinia pseudoacacia,22.3,52.2,6.3,0.69,1,P9
2946,Hemlock,Tsuga canadensis,21.8,67.0,5.9,0.45,1,P9
2947,Redwood,Sequoia sempervirens,24.1,52.2,8.7,0.48,1,P9
2948,Redwood,Sequoia sempervirens,23.5,61.3,3.8,0.48,1,P9
2949,Ash,Fraxinus excelsior,33.8,64.1,8.5,0.67,1,P9
2950,Maple,Acer saccharum,23.4,40.9,4.2,0.71,1,P9
2951,Magnolia,Magnolia grandiflora,23.0,42.5,5.4,0.6,1,P9
2952,Cherry,Prunus avium,35.0,74.3,14.2,0.72,1,P9
2953,Locust,Robinia pseudoacacia,20.8,58.2,5.4,0.69,1,P9
2954,Fir,Abies alba,28.1,64.5,10.7,0.42,1,P9
2955,Cypress,Cupressus sempervirens,22.1,62.3,4.8,0.47,1,P9
2956,Cherry,Prunus avium,35.4,74.5,10.3,0.72,1,P9
2957,Pine,Pinus sylvestris,30.6,40.8,7.0,0.45,1,P9
2958,Larch,Larix decidua,26.1,59.7,6.3,0.59,1,P9
2959,Poplar,Populus tremula,34.4,51.0,7.2,0.42,1,P9
2960,Beech,Fagus sylvatica,28.4,50.6,9.5,0.67,1,P9
2961,Cypress,Cupressus sempervirens,27.1,55.8,3.1,0.47,1,P9
2962,Oak,Quercus robur,22.6,42.2,4.9,0.7,1,P9
2963,Cherry,Prunus avium,23.0,47.1,3.0,0.72,1,P9
2964,Ash,Fraxinus excelsior,38.4,73.2,13.8,0.67,1,P9
2965,Redwood,Sequoia sempervirens,35.1,73.1,6.9,0.48,1,P9
2966,Fir,Abies alba,32.2,61.5,5.1,0.42,1,P9
2967,Locust,Robinia pseudoacacia,31.9,55.5,10.8,0.69,1,P9
2968,Birch,Betula pendula,26.1,67.3,6.4,0.67,1,P9
2969,Yew,Taxus baccata,20.8,41.3,5.7,0.64,1,P9
2970,Larch,Larix decidua,21.5,45.5,3.3,0.59,1,P9
2971,Spruce,Picea abies,29.7,85.3,11.6,0.43,1,P9
2972,Beech,Fagus sylvatica,35.3,41.9,3.3,0.67,1,P9
2973,Hemlock,Tsuga canadensis,33.2,74.2,15.9,0.45,1,P9
2974,Ash,Fraxinus excelsior,37.3,65.6,7.3,0.67,1,P9
2975,Birch,Betula pendula,30.6,56.1,11.9,0.67,1,P9
2976,Hemlock,Tsuga canadensis,24.3,43.9,4.3,0.45,1,P9
2977,Larch,Larix decidua,27.9,44.7,3.1,0.59,1,P9
2978,Cedar,Cedrus libani,28.4,51.5,3.9,0.56,1,P9
2979,Hemlock,Tsuga canadensis,33.6,58.3,10.0,0.45,1,P9
2980,Cherry,Prunus avium,36.7,83.7,7.2,0.72,1,P9
2981,Fir,Abies alba,38.4,57.3,12.6,0.42,1,P9
2982,Cypress,Cupressus sempervirens,53.1,98.4,19.0,0.47,1,P9
2983,Walnut,Juglans regia,43.2,95.0,13.2,0.61,1,P9
2984,Locust,Robinia pseudoacacia,20.3,57.9,6.0,0.69,1,P9
2985,Redwood,Sequoia sempervirens,21.2,49.5,5.6,0.48,1,P9
2986,Poplar,Populus tremula,29.9,48.4,5.0,0.42,1,P9
2987,Poplar,Populus tremula,21.9,48.5,7.4,0.42,1,P9
2988,Hemlock,Tsuga canadensis,29.9,46.7,6.5,0.45,1,P9
2989,Cedar,Cedrus libani,23.9,52.5,6.7,0.56,1,P9
2990,Larch,Larix decidua,24.4,41.3,3.7,0.59,1,P9
2991,Magnolia,Magnolia grandiflora,29.4,71.4,10.9,0.6,1,P9
2992,Oak,Quercus robur,39.7,88.4,11.5,0.7,1,P9
2993,Cedar,Cedrus libani,28.6,63.2,6.4,0.56,1,P9
2994,Cedar,Cedrus libani,21.4,56.5,5.8,0.56,1,P9
2995,Walnut,Juglans regia,27.3,51.4,7.3,0.61,1,P9
2996,Spruce,Picea abies,30.0,64.4,6.5,0.43,1,P9
2997,Oak,Quercus robur,26.7,40.2,5.7,0.7,1,P9
2998,Hemlock,Tsuga canadensis,26.3,44.5,6.9,0.45,1,P9
2999,Hemlock,Tsuga canadensis,28.8,60.3,9.9,0.45,1,P9
3000,Willow,Salix alba,31.8,49.3,6.2,0.47,1,P9
3001,Yew,Taxus baccata,26.0,41.9,4.5,0.64,1,P9
3002,Cherry,Prunus avium,28.7,54.1,6.5,0.72,1,P9
3003,Cedar,Cedrus libani,31.5,55.3,13.4,0.56,1,P9
3004,Beech,Fagus sylvatica,28.0,53.4,5.2,0.67,1,P9
3005,Walnut,Juglans regia,43.5,90.3,14.5,0.61,1,P9
3006,Walnut,Juglans regia,24.8,43.1,5.2,0.61,1,P9
3007,Yew,Taxus baccata,20.1,70.8,8.0,0.64,1,P9
3008,Birch,Betula pendula,24.8,41.4,3.4,0.67,1,P9
3009,Ash,Fraxinus excelsior,25.6,44.0,7.6,0.67,1,P9
3010,Walnut,Juglans regia,21.6,43.2,5.4,0.61,1,P9
3011,Birch,Betula pendula,36.3,63.6,7.7,0.67,1,P9
3012,Locust,Robinia pseudoacacia,20.2,57.1,5.6,0.69,1,P9
3013,Poplar,Populus tremula,35.3,75.3,10.1,0.42,1,P9
3014,Hemlock,Tsuga canadensis,30.3,40.8,10.0,0.45,1,P9
3015,Beech,Fagus sylvatica,20.4,43.9,5.1,0.67,1,P9
3016,Ash,Fraxinus excelsior,38.0,63.5,8.2,0.67,1,P9
3017,Cherry,Prunus avium,21.7,55.6,6.0,0.72,1,P9
3018,Yew,Taxus baccata,35.5,54.4,11.7,0.64,1,P9
3019,Cedar,Cedrus libani,23.4,40.6,6.0,0.56,1,P9
3020,Pine,Pinus sylvestris,21.4,56.0,3.2,0.45,1,P9
3021,Magnolia,Magnolia grandiflora,30.1,57.5,3.5,0.6,1,P9
3022,Cypress,Cupressus sempervirens,24.4,60.1,3.9,0.47,1,P9
3023,Birch,Betula pendula,34.0,77.9,9.8,0.67,1,P9
3024,Fir,Abies alba,22.2,45.3,7.5,0.42,1,P9
3025,Poplar,Populus tremula,43.3,72.2,11.2,0.42,1,P9
3026,Maple,Acer saccharum,28.1,49.2,3.1,0.71,1,P9
3027,Beech,Fagus sylvatica,35.5,70.6,10.1,0.67,1,P9
3028,Larch,Larix decidua,44.7,68.6,13.4,0.59,1,P9
3029,Cypress,Cupressus sempervirens,28.8,52.1,5.4,0.47,1,P9
3030,Pine,Pinus sylvestris,31.5,50.2,3.5,0.45,1,P9
3031,Hemlock,Tsuga canadensis,23.6,49.6,9.4,0.45,1,P9
3032,Cherry,Prunus avium,32.5,63.0,9.3,0.72,1,P9
3033,Redwood,Sequoia sempervirens,24.6,45.1,7.7,0.48,1,P9
3034,Yew,Taxus baccata,34.4,68.2,10.1,0.64,1,P9
3035,Willow,Salix alba,27.6,50.3,6.3,0.47,1,P9
3036,Maple,Acer saccharum,24.8,45.5,7.2,0.71,1,P9
3037,Walnut,Juglans regia,32.8,64.7,12.5,0.61,1,P9
3038,Fir,Abies alba,23.7,58.8,5.1,0.42,1,P9
3039,Birch,Betula pendula,36.5,52.0,6.0,0.67,1,P9
3040,Pine,Pinus sylvestris,20.8,42.8,5.1,0.45,1,P9
3041,Yew,Taxus baccata,27.8,56.5,3.2,0.64,1,P9
3042,Redwood,Sequoia sempervirens,26.7,42.8,4.6,0.48,1,P9
3043,Magnolia,Magnolia grandiflora,31.6,51.6,3.2,0.6,1,P9
3044,Yew,Taxus baccata,32.9,70.1,5.6,0.64,1,P9
3045,Magnolia,Magnolia grandiflora,27.6,51.0,7.1,0.6,1,P9
3046,Beech,Fagus sylvatica,31.7,60.5,11.1,0.67,1,P10
3047,Poplar,Populus tremula,21.5,65.7,3.6,0.42,1,P10
3048,Cherry,Prunus avium,24.7,40.6,5.0,0.72,1,P10
3049,Cedar,Cedrus libani,21.7,56.4,9.5,0.56,1,P10
3050,Fir,Abies alba,47.4,64.5,13.1,0.42,1,P10
3051,Poplar,Populus tremula,28.1,43.1,8.6,0.42,1,P10
3052,Maple,Acer saccharum,30.8,65.0,5.3,0.71,1,P10
3053,Cedar,Cedrus libani,20.5,56.7,5.2,0.56,1,P10
3054,Ash,Fraxinus excelsior,32.9,71.8,8.9,0.67,1,P10
3055,Spruce,Picea abies,25.4,42.6,3.8,0.43,1,P10
3056,Cherry,Prunus avium,21.0,48.8,3.6,0.72,1,P10
3057,Redwood,Sequoia sempervirens,26.5,43.3,8.2,0.48,1,P10
3058,Locust,Robinia pseudoacacia,42.5,75.8,11.8,0.69,1,P10
3059,Cypress,Cupressus sempervirens,34.1,78.8,7.1,0.47,1,P10
3060,Larch,Larix decidua,20.1,45.3,8.7,0.59,1,P10
3061,Fir,Abies alba,25.0,46.6,4.0,0.42,1,P10
3062,Locust,Robinia pseudoacacia,33.2,80.0,16.0,0.69,1,P10
3063,Fir,Abies alba,25.4,47.7,3.4,0.42,1,P10
3064,Pine,Pinus sylvestris,27.7,41.5,6.9,0.45,1,P10
3065,Oak,Quercus robur,42.6,74.0,14.0,0.7,1,P10
3066,Yew,Taxus baccata,40.9,98.8,18.2,0.64,1,P10
3067,Poplar,Populus tremula,33.2,59.3,12.1,0.42,1,P10
3068,Beech,Fagus sylvatica,31.3,68.2,4.1,0.67,1,P10
3069,Ash,Fraxinus excelsior,25.0,67.2,3.9,0.67,1,P10
3070,Pine,Pinus sylvestris,25.3,43.8,4.7,0.45,1,P10
3071,Fir,Abies alba,31.3,41.3,6.7,0.42,1,P10
3072,Cypress,Cupressus sempervirens,32.2,69.9,4.6,0.47,1,P10
3073,Fir,Abies alba,23.7,64.0,7.5,0.42,1,P10
3074,Locust,Robinia pseudoacacia,29.9,43.9,6.6,0.69,1,P10
3075,Birch,Betula pendula,26.9,46.2,6.6,0.67,1,P10
3076,Hemlock,Tsuga canadensis,30.9,54.7,8.7,0.45,1,P10
3077,Walnut,Juglans regia,28.7,50.9,4.1,0.61,1,P10
3078,Birch,Betula pendula,21.0,65.3,4.3,0.67,1,P10
3079,Maple,Acer saccharum,20.3,51.1,4.3,0.71,1,P10
3080,Ash,Fraxinus excelsior,25.7,41.6,3.9,0.67,1,P10
3081,Beech,Fagus sylvatica,30.6,65.2,10.4,0.67,1,P10
3082,Cypress,Cupressus sempervirens,24.2,49.2,9.9,0.47,1,P10
3083,Yew,Taxus baccata,20.9,41.6,5.1,0.64,1,P10
3084,Magnolia,Magnolia grandiflora,22.3,67.3,6.8,0.6,1,P10
3085,Poplar,Populus tremula,24.3,54.4,4.8,0.42,1,P10
3086,Larch,Larix decidua,33.7,65.1,4.8,0.59,1,P10
3087,Cedar,Cedrus libani,28.3,51.3,10.1,0.56,1,P10
3088,Walnut,Juglans regia,24.3,44.4,6.6,0.61,1,P10
3089,Yew,Taxus baccata,38.4,59.5,12.4,0.64,1,P10
3090,Cypress,Cupressus sempervirens,27.8,50.8,6.4,0.47,1,P10
3091,Spruce,Picea abies,37.4,62.1,10.3,0.43,1,P10
3092,Pine,Pinus sylvestris,21.8,43.5,6.3,0.45,1,P10
3093,Oak,Quercus robur,31.2,79.9,11.8,0.7,1,P10
3094,Hemlock,Tsuga canadensis,22.8,53.1,7.2,0.45,1,P10
3095,Fir,Abies alba,32.6,69.1,6.0,0.42,1,P10
3096,Ash,Fraxinus excelsior,25.1,40.1,8.1,0.67,1,P10
3097,Yew,Taxus baccata,25.6,45.1,9.5,0.64,1,P10
3098,Magnolia,Magnolia grandiflora,22.9,60.9,7.0,0.6,1,P10
3099,Fir,Abies alba,29.4,67.5,8.3,0.42,1,P10
3100,Birch,Betula pendula,36.9,63.1,11.8,0.67,1,P10
3101,Yew,Taxus baccata,30.3,67.8,6.0,0.64,1,P10
3102,Pine,Pinus sylvestris,34.1,63.0,10.8,0.45,1,P10
3103,Locust,Robinia pseudoacacia,32.8,61.8,8.7,0.69,1,P10
3104,Oak,Quercus robur,31.2,65.9,7.9,0.7,1,P10
3105,Fir,Abies alba,22.1,48.6,7.3,0.42,1,P10
3106,Birch,Betula pendula,25.3,58.1,6.0,0.67,1,P10
3107,Spruce,Picea abies,24.4,45.2,9.6,0.43,1,P10
3108,Fir,Abies alba,22.6,51.1,3.7,0.42,1,P10
3109,Walnut,Juglans regia,21.2,47.4,3.7,0.61,1,P10
3110,Willow,Salix alba,20.8,40.4,8.5,0.47,1,P10
3111,Beech,Fagus sylvatica,23.8,41.6,7.2,0.67,1,P10
3112,Cypress,Cupressus sempervirens,36.2,65.4,12.4,0.47,1,P10
3113,Fir,Abies alba,20.0,47.6,3.5,0.42,1,P10
3114,Hemlock,Tsuga canadensis,22.5,43.7,6.6,0.45,1,P10
3115,Cedar,Cedrus libani,21.4,51.4,7.7,0.56,1,P10
3116,Cypress,Cupressus sempervirens,22.4,42.7,8.0,0.47,1,P10
3117,Locust,Robinia pseudoacacia,28.8,44.8,9.4,0.69,1,P10
3118,Beech,Fagus sylvatica,36.0,63.5,7.9,0.67,1,P10
3119,Yew,Taxus baccata,33.4,40.9,6.0,0.64,1,P10
3120,Yew,Taxus baccata,25.9,47.9,6.3,0.64,1,P10
3121,Yew,Taxus baccata,29.8,41.2,6.5,0.64,1,P10
3122,Cypress,Cupressus sempervirens,25.2,46.2,7.1,0.47,1,P10
3123,Maple,Acer saccharum,28.2,45.6,5.2,0.71,1,P10
3124,Redwood,Sequoia sempervirens,35.8,74.7,8.6,0.48,1,P10
3125,Poplar,Populus tremula,24.1,57.7,5.1,0.42,1,P10
3126,Ash,Fraxinus excelsior,24.9,61.4,3.3,0.67,1,P10
3127,Hemlock,Tsuga canadensis,23.6,47.2,6.7,0.45,1,P10
3128,Cherry,Prunus avium,20.3,49.1,4.8,0.72,1,P10
3129,Spruce,Picea abies,22.3,59.3,3.0,0.43,1,P10
3130,Poplar,Populus tremula,22.3,60.2,5.1,0.42,1,P10
3131,Spruce,Picea abies,32.9,47.5,8.5,0.43,1,P10
3132,Fir,Abies alba,24.4,52.4,3.6,0.42,1,P10
3133,Magnolia,Magnolia grandiflora,33.0,60.5,8.2,0.6,1,P10
3134,Birch,Betula pendula,21.1,65.0,4.4,0.67,1,P10
3135,Fir,Abies alba,31.1,40.8,10.2,0.42,1,P10
3136,Birch,Betula pendula,27.9,46.7,9.4,0.67,1,P10
3137,Redwood,Sequoia sempervirens,21.2,62.6,4.1,0.48,1,P10
3138,Cedar,Cedrus libani,23.5,56.0,4.0,0.56,1,P10
3139,Redwood,Sequoia sempervirens,28.3,45.7,9.9,0.48,1,P10
3140,Poplar,Populus tremula,23.6,51.6,4.3,0.42,1,P10
3141,Walnut,Juglans regia,31.2,75.7,10.4,0.61,1,P10
3142,Hemlock,Tsuga canadensis,20.5,49.0,3.4,0.45,1,P10
3143,Locust,Robinia pseudoacacia,27.5,49.9,5.5,0.69,1,P10
3144,Cedar,Cedrus libani,28.9,71.5,8.4,0.56,1,P10
3145,Walnut,Juglans regia,32.2,69.5,9.0,0.61,1,P10
3146,Fir,Abies alba,35.8,79.8,16.0,0.42,1,P10
3147,Ash,Fraxinus excelsior,25.0,50.4,6.4,0.67,1,P10
3148,Fir,Abies alba,25.8,47.6,3.4,0.42,1,P10
3149,Ash,Fraxinus excelsior,20.7,46.6,7.1,0.67,1,P10
3150,Magnolia,Magnolia grandiflora,25.5,47.6,5.1,0.6,1,P10
3151,Spruce,Picea abies,22.1,57.2,7.9,0.43,1,P10
3152,Walnut,Juglans regia,29.1,43.9,4.9,0.61,1,P10
3153,Yew,Taxus baccata,24.7,41.0,6.4,0.64,1,P10
3154,Spruce,Picea abies,24.8,42.6,5.9,0.43,1,P10
3155,Larch,Larix decidua,23.1,47.4,7.2,0.59,1,P10
3156,Magnolia,Magnolia grandiflora,22.5,88.2,5.8,0.6,1,P10
3157,Cedar,Cedrus libani,32.9,64.3,5.2,0.56,1,P10
3158,Willow,Salix alba,20.7,50.4,3.9,0.47,1,P10
3159,Locust,Robinia pseudoacacia,25.5,52.9,7.7,0.69,1,P10
3160,Hemlock,Tsuga canadensis,20.3,59.2,6.3,0.45,1,P10
3161,Maple,Acer saccharum,26.5,63.3,10.3,0.71,1,P10
3162,Willow,Salix alba,20.6,44.2,4.2,0.47,1,P10
3163,Fir,Abies alba,25.4,46.7,4.1,0.42,1,P10
3164,Hemlock,Tsuga canadensis,29.1,52.3,7.9,0.45,1,P10
3165,Spruce,Picea abies,21.3,55.6,3.4,0.43,1,P10
3166,Hemlock,Tsuga canadensis,23.9,62.2,9.4,0.45,1,P10
3167,Maple,Acer saccharum,36.6,59.4,6.0,0.71,1,P10
3168,Locust,Robinia pseudoacacia,22.3,47.7,4.5,0.69,1,P10
3169,Pine,Pinus sylvestris,23.5,53.2,5.8,0.45,1,P10
3170,Maple,Acer saccharum,32.2,46.5,7.8,0.71,1,P10
3171,Ash,Fraxinus excelsior,21.6,46.6,4.6,0.67,1,P10
3172,Larch,Larix decidua,32.0,88.0,10.3,0.59,1,P10
3173,Cypress,Cupressus sempervirens,20.7,55.6,5.7,0.47,1,P10
3174,Cedar,Cedrus libani,32.3,58.9,8.2,0.56,1,P10
3175,Birch,Betula pendula,25.3,60.5,11.2,0.67,1,P10
3176,Hemlock,Tsuga canadensis,29.9,70.2,7.0,0.45,1,P10
3177,Hemlock,Tsuga canadensis,22.9,50.4,4.1,0.45,1,P10
3178,Ash,Fraxinus excelsior,24.3,53.0,5.0,0.67,1,P10
3179,Oak,Quercus robur,34.1,53.9,9.5,0.7,1,P10
3180,Walnut,Juglans regia,48.6,86.3,13.6,0.61,1,P10
3181,Ash,Fraxinus excelsior,24.1,56.5,7.9,0.67,1,P10
3182,Oak,Quercus robur,27.8,44.3,7.3,0.7,1,P10
3183,Locust,Robinia pseudoacacia,37.6,74.0,13.7,0.69,1,P10
3184,Birch,Betula pendula,21.9,40.6,6.1,0.67,1,P10
3185,Ash,Fraxinus excelsior,25.0,43.6,3.6,0.67,1,P10
3186,Pine,Pinus sylvestris,20.1,51.3,3.8,0.45,1,P10
3187,Birch,Betula pendula,33.3,64.4,9.8,0.67,1,P10
3188,Spruce,Picea abies,42.2,61.2,11.8,0.43,1,P10
3189,Pine,Pinus sylvestris,35.0,75.1,11.7,0.45,1,P10
3190,Fir,Abies alba,36.1,46.1,4.9,0.42,1,P10
3191,Hemlock,Tsuga canadensis,24.7,45.5,5.6,0.45,1,P10
3192,Willow,Salix alba,23.3,69.9,7.7,0.47,1,P10
3193,Larch,Larix decidua,22.0,46.9,4.3,0.59,1,P10
3194,Fir,Abies alba,26.0,45.9,6.6,0.42,1,P10
3195,Locust,Robinia pseudoacacia,24.8,50.6,6.4,0.69,1,P10
3196,Yew,Taxus baccata,21.7,46.9,4.0,0.64,1,P10
3197,Larch,Larix decidua,30.4,60.8,5.7,0.59,1,P10
3198,Pine,Pinus sylvestris,21.2,41.9,4.2,0.45,1,P10
3199,Ash,Fraxinus excelsior,24.6,52.9,5.2,0.67,1,P10
3200,Maple,Acer saccharum,22.5,48.1,3.1,0.71,1,P10
3201,Cedar,Cedrus libani,33.1,46.1,6.4,0.56,1,P10
3202,Pine,Pinus sylvestris,20.1,50.7,4.3,0.45,1,P10
3203,Spruce,Picea abies,28.8,50.6,8.3,0.43,1,P10
3204,Pine,Pinus sylvestris,28.4,80.1,8.1,0.45,1,P10
3205,Pine,Pinus sylvestris,42.7,94.6,12.3,0.45,1,P10
3206,Spruce,Picea abies,25.3,42.7,5.2,0.43,1,P10
3207,Redwood,Sequoia sempervirens,25.6,47.7,5.0,0.48,1,P10
3208,Maple,Acer saccharum,37.4,85.5,10.4,0.71,1,P10
3209,Pine,Pinus sylvestris,23.4,56.7,3.9,0.45,1,P10
3210,Ash,Fraxinus excelsior,27.9,43.8,4.7,0.67,1,P10
3211,Willow,Salix alba,21.9,66.2,3.1,0.47,1,P10
3212,Maple,Acer saccharum,21.3,48.6,3.6,0.71,1,P10
3213,Spruce,Picea abies,24.0,52.8,5.0,0.43,1,P10
3214,Redwood,Sequoia sempervirens,39.6,77.9,11.2,0.48,1,P10
3215,Cherry,Prunus avium,28.7,56.6,7.3,0.72,1,P10
3216,Pine,Pinus sylvestris,22.9,40.6,4.4,0.45,1,P10
3217,Magnolia,Magnolia grandiflora,36.8,63.3,13.5,0.6,1,P10
3218,Yew,Taxus baccata,28.5,48.4,4.6,0.64,1,P10
3219,Cypress,Cupressus sempervirens,29.8,52.9,3.8,0.47,1,P10
3220,Cypress,Cupressus sempervirens,24.5,79.3,8.2,0.47,1,P10
3221,Cedar,Cedrus libani,26.7,45.1,3.0,0.56,1,P10
3222,Oak,Quercus robur,24.3,59.1,6.1,0.7,1,P10
3223,Locust,Robinia pseudoacacia,29.9,42.1,4.8,0.69,1,P10
3224,Cedar,Cedrus libani,25.4,44.6,5.2,0.56,1,P10
3225,Ash,Fraxinus excelsior,20.0,43.4,3.3,0.67,1,P10
3226,Walnut,Juglans regia,21.5,46.6,9.5,0.61,1,P10
3227,Yew,Taxus baccata,38.1,73.8,13.6,0.64,1,P10
3228,Maple,Acer saccharum,22.0,52.0,6.8,0.71,1,P10
3229,Larch,Larix decidua,29.1,62.1,8.3,0.59,1,P10
3230,Walnut,Juglans regia,34.3,65.5,7.7,0.61,1,P10
3231,Walnut,Juglans regia,24.1,50.0,3.6,0.61,1,P10
3232,Redwood,Sequoia sempervirens,34.2,42.7,11.3,0.48,1,P10
3233,Ash,Fraxinus excelsior,26.3,65.3,4.1,0.67,1,P10
3234,Cypress,Cupressus sempervirens,21.8,54.1,5.4,0.47,1,P10
3235,Cedar,Cedrus libani,22.1,47.3,3.6,0.56,1,P10
3236,Locust,Robinia pseudoacacia,33.3,59.0,4.9,0.69,1,P10
3237,Cypress,Cupressus sempervirens,22.3,53.3,3.3,0.47,1,P10
3238,Cypress,Cupressus sempervirens,25.6,61.2,3.9,0.47,1,P10
3239,Spruce,Picea abies,24.7,64.2,6.5,0.43,1,P10
3240,Beech,Fagus sylvatica,24.1,42.2,5.5,0.67,1,P10
3241,Oak,Quercus robur,20.5,50.2,4.7,0.7,1,P10
3242,Magnolia,Magnolia grandiflora,21.4,55.5,11.4,0.6,1,P10
3243,Yew,Taxus baccata,21.5,41.4,4.9,0.64,1,P10
3244,Cedar,Cedrus libani,40.7,57.9,10.3,0.56,1,P10
3245,Willow,Salix alba,47.7,109.5,12.5,0.47,1,P10
3246,Fir,Abies alba,37.0,67.3,13.6,0.42,1,P10
3247,Pine,Pinus sylvestris,25.6,51.3,7.9,0.45,1,P10
3248,Cedar,Cedrus libani,28.3,47.5,5.6,0.56,1,P10
3249,Ash,Fraxinus excelsior,40.0,75.4,15.0,0.67,1,P10
3250,Oak,Quercus robur,27.2,55.2,4.9,0.7,1,P10
3251,Willow,Salix alba,27.4,46.1,4.9,0.47,1,P10
3252,Maple,Acer saccharum,22.4,41.3,3.5,0.71,1,P10
3253,Walnut,Juglans regia,28.6,51.6,7.2,0.61,1,P10
